anio,mes,dia,estacion,valor
2018, 11, 5, 3, 28.3
2018, 11, 5, 5, 20.11
2018, 11, 5, 6, 6.2
2018, 11, 5, 10, 12.43
2018, 11, 5, 11, 19.03
2018, 11, 5, 14, 25.02
2018, 11, 5, 17, 25.0
2018, 11, 12, 2, 20.57
2018, 11, 12, 4, 0.7
2018, 11, 12, 6, 16.4
2018, 11, 12, 8, 24.1
2018, 11, 12, 9, 21.18
2018, 11, 12, 11, 0.77
2018, 11, 12, 13, 29.47
2018, 11, 12, 15, 12.59
2019, 4, 22, 2, 3.3
2019, 4, 22, 3, 2.9
2019, 4, 22, 4, 0.4
2019, 4, 22, 5, 12.2
2019, 4, 22, 6, 0.5
2019, 4, 22, 7, 2.5
2019, 4, 22, 8, 7.1
2019, 4, 22, 9, 3.9
2019, 4, 22, 10, 13.7
2019, 4, 22, 12, 1.5
2019, 4, 22, 13, 1.3
2019, 4, 22, 14, 26.2
2019, 4, 22, 15, 7.4
2019, 4, 22, 16, 7.7
2019, 4, 22, 17, 3.1
2019, 4, 29, 2, 3.6
2019, 4, 29, 4, 8.4
2019, 4, 29, 5, 0.3
2019, 4, 29, 6, 5.4
2019, 4, 29, 7, 1.0
2019, 4, 29, 8, 6.3
2019, 4, 29, 9, 0.9
2019, 4, 29, 12, 4.9
2019, 4, 29, 13, 8.6
2019, 4, 29, 14, 6.8
2019, 4, 29, 15, 1.4
2019, 4, 29, 16, 8.4
2019, 5, 6, 5, 22.9
2019, 5, 6, 14, 1.4
2019, 5, 6, 16, 2.8
2019, 5, 13, 2, 4.9
2019, 5, 13, 3, 20.2
2019, 5, 13, 4, 9.4
2019, 5, 13, 5, 6.5
2019, 5, 13, 6, 12.9
2019, 5, 13, 7, 10.1
2019, 5, 13, 8, 8.5
2019, 5, 13, 9, 6.6
2019, 5, 13, 10, 11.9
2019, 5, 13, 11, 11.1
2019, 5, 13, 12, 9.4
2019, 5, 13, 13, 4.1
2019, 5, 13, 14, 17.2
2019, 5, 13, 15, 11.8
2019, 5, 13, 16, 27.9
2019, 5, 13, 17, 14.8
2019, 5, 20, 2, 8.1
2019, 5, 20, 3, 1.2
2019, 5, 20, 4, 7.9
2019, 5, 20, 5, 2.0
2019, 5, 20, 6, 2.7
2019, 5, 20, 8, 29.4
2019, 5, 20, 9, 3.3
2019, 5, 20, 10, 2.4
2019, 5, 20, 11, 11.5
2019, 5, 20, 12, 10.7
2019, 5, 20, 13, 60.2
2019, 5, 20, 14, 7.5
2019, 5, 20, 15, 21.9
2019, 5, 20, 16, 7.1
2019, 5, 20, 17, 1.5
2019, 5, 27, 2, 7.9
2019, 5, 27, 3, 7.0
2019, 5, 27, 4, 8.6
2019, 5, 27, 5, 29.2
2019, 5, 27, 7, 2.8
2019, 5, 27, 8, 11.6
2019, 5, 27, 9, 5.6
2019, 5, 27, 10, 3.2
2019, 5, 27, 11, 22.1
2019, 5, 27, 12, 12.4
2019, 5, 27, 13, 17.5
2019, 5, 27, 14, 18.0
2019, 5, 27, 15, 21.8
2019, 5, 27, 16, 31.9
2019, 5, 27, 17, 1.8
2019, 6, 3, 2, 63.8
2019, 6, 3, 3, 50.8
2019, 6, 3, 4, 60.2
2019, 6, 3, 5, 41.4
2019, 6, 3, 6, 27.6
2019, 6, 3, 7, 51.9
2019, 6, 3, 8, 43.5
2019, 6, 3, 9, 63.1
2019, 6, 3, 10, 64.8
2019, 6, 3, 11, 44.5
2019, 6, 3, 12, 59.7
2019, 6, 3, 13, 51.6
2019, 6, 3, 14, 31.9
2019, 6, 3, 15, 61.5
2019, 6, 3, 16, 16.6
2019, 6, 3, 17, 75.9
2019, 6, 10, 2, 11.7
2019, 6, 10, 3, 3.4
2019, 6, 10, 4, 44.7
2019, 6, 10, 5, 17.8
2019, 6, 10, 6, 25.7
2019, 6, 10, 7, 47.1
2019, 6, 10, 8, 18.7
2019, 6, 10, 9, 13.7
2019, 6, 10, 10, 14.2
2019, 6, 10, 11, 22.0
2019, 6, 10, 12, 17.8
2019, 6, 10, 13, 3.7
2019, 6, 10, 14, 17.2
2019, 6, 10, 15, 29.5
2019, 6, 10, 16, 18.8
2019, 6, 10, 17, 21.3
2019, 6, 17, 2, 31.0
2019, 6, 17, 3, 66.1
2019, 6, 17, 4, 47.5
2019, 6, 17, 5, 67.8
2019, 6, 17, 6, 37.5
2019, 6, 17, 7, 171.9
2019, 6, 17, 8, 71.7
2019, 6, 17, 9, 39.9
2019, 6, 17, 10, 40.4
2019, 6, 17, 11, 26.0
2019, 6, 17, 12, 42.3
2019, 6, 17, 13, 59.4
2019, 6, 17, 14, 24.3
2019, 6, 17, 15, 51.3
2019, 6, 17, 16, 42.9
2019, 6, 17, 17, 44.6
2019, 6, 24, 2, 18.8
2019, 6, 24, 3, 30.2
2019, 6, 24, 4, 23.6
2019, 6, 24, 5, 29.2
2019, 6, 24, 6, 10.5
2019, 6, 24, 7, 29.5
2019, 6, 24, 8, 57.6
2019, 6, 24, 9, 14.2
2019, 6, 24, 10, 41.7
2019, 6, 24, 11, 54.1
2019, 6, 24, 12, 33.3
2019, 6, 24, 13, 41.4
2019, 6, 24, 14, 31.9
2019, 6, 24, 15, 38.4
2019, 6, 24, 16, 36.9
2019, 6, 24, 17, 21.9
2019, 7, 1, 2, 65.5
2019, 7, 1, 3, 17.1
2019, 7, 1, 4, 17.3
2019, 7, 1, 5, 35.3
2019, 7, 1, 6, 47.7
2019, 7, 1, 7, 17.7
2019, 7, 1, 8, 38.8
2019, 7, 1, 9, 44.8
2019, 7, 1, 10, 16.4
2019, 7, 1, 11, 5.8
2019, 7, 1, 12, 28.5
2019, 7, 1, 13, 30.5
2019, 7, 1, 14, 32.4
2019, 7, 1, 15, 40.6
2019, 7, 1, 16, 9.2
2019, 7, 1, 17, 25.1
2019, 7, 8, 2, 83.3
2019, 7, 8, 3, 27.3
2019, 7, 8, 4, 82.0
2019, 7, 8, 5, 44.7
2019, 7, 8, 6, 93.9
2019, 7, 8, 7, 57.9
2019, 7, 8, 8, 48.3
2019, 7, 8, 9, 54.1
2019, 7, 8, 10, 37.6
2019, 7, 8, 11, 9.3
2019, 7, 8, 12, 26.8
2019, 7, 8, 13, 129.0
2019, 7, 8, 14, 10.3
2019, 7, 8, 15, 30.9
2019, 7, 8, 16, 16.6
2019, 7, 8, 17, 17.2
2019, 7, 15, 2, 132.3
2019, 7, 15, 3, 60.5
2019, 7, 15, 4, 107.4
2019, 7, 15, 5, 40.2
2019, 7, 15, 6, 30.1
2019, 7, 15, 7, 51.1
2019, 7, 15, 8, 43.0
2019, 7, 15, 9, 52.3
2019, 7, 15, 10, 19.6
2019, 7, 15, 11, 11.1
2019, 11, 4, 13, 6.8
2019, 11, 4, 15, 6.7
2019, 11, 4, 16, 1.7
2019, 11, 11, 2, 3.6
2019, 11, 11, 4, 3.5
2019, 11, 11, 6, 2.2
2019, 11, 11, 8, 3.8
2019, 11, 11, 9, 2.5
2019, 11, 11, 12, 1.8
2019, 11, 11, 15, 1.6
